Archivo,Fecha de ejecución,Formato,Tamaño (MB),Filas,Columnas,Ruta
3EXTORSIÓN_20260904.xlsx,2026-09-04 11:40,.XLSX,2.167,72955,6,C:\Users\lerf2\OneDrive\Escritorio\BI TAREA\3EXTORSIÓN_20260904.xlsx
