Archivo,Fecha de ejecución,Formato,Tamaño (MB),Filas,Columnas,Ruta
1Reporte_Delito_Terrorismo_Policía_Nacional_2019 A 2025.xlsx,2026-09-04 11:40,.XLSX,0.083,2109,6,C:\Users\lerf2\OneDrive\Escritorio\BI TAREA\1Reporte_Delito_Terrorismo_Policía_Nacional_2019 A 2025.xlsx
