Archivo,Fecha de ejecución,Formato,Tamaño (MB),Filas,Columnas,Ruta
4Detección_de_Cultivos_de_Coca_(hectáreas)_20260903.xlsx,2026-09-04 11:40,.XLSX,0.04,319,28,C:\Users\lerf2\OneDrive\Escritorio\BI TAREA\4Detección_de_Cultivos_de_Coca_(hectáreas)_20260903.xlsx
