Archivo,Fecha de ejecución,Formato,Tamaño (MB),Filas,Columnas,Ruta
2SECUESTRO_20260903.xlsx,2026-09-04 11:40,.XLSX,0.072,1911,7,C:\Users\lerf2\OneDrive\Escritorio\BI TAREA\2SECUESTRO_20260903.xlsx
