Archivo,Fecha de ejecución,Formato,Tamaño (MB),Filas,Columnas,Ruta
5DIVIPOLA-_Códigos_municipios_20260903vf.xlsx,2026-09-04 11:40,.XLSX,0.072,1122,7,C:\Users\lerf2\OneDrive\Escritorio\BI TAREA\5DIVIPOLA-_Códigos_municipios_20260903vf.xlsx
