Archivo,Fecha de ejecución,Formato,Tamaño (MB),Filas,Columnas,Ruta
7HOMICIDIO_20260903 (1).xlsx,2026-09-04 11:40,.XLSX,4.719,92636,11,C:\Users\lerf2\OneDrive\Escritorio\BI TAREA\7HOMICIDIO_20260903 (1).xlsx
